NCBI_Genome_RefSeq_ID	Species Name
NC_004113	Thermosynechococcus elongatus BP-1
NC_023033	Thermosynechococcus sp. NK55a
NC_009828	Thermotoga lettingae TMO
NC_000853	Thermotoga maritima MSB8
NC_021214	Thermotoga maritima MSB8
NC_013642	Thermotoga naphthophila RKU-10
NC_011978	Thermotoga neapolitana DSM 4359
NC_009486	Thermotoga petrophila RKU-1
NC_010483	Thermotoga sp. RQ2
NC_015707	Thermotoga thermarum DSM 5069
NC_014926	Thermovibrio ammonificans HB-1
NC_016148	Thermovirga lienii DSM 17291
NC_019386	Thermus oshimai JL-2
NC_014974	Thermus scotoductus SA-01
NC_017278	Thermus sp. CCB_US3_UF1
NC_005835	Thermus thermophilus HB27
NC_006461	Thermus thermophilus HB8
NC_015581	Thioalkalimicrobium cyclicum ALM1
NC_019902	Thioalkalivibrio nitratireducens DSM 14787
NC_013889	Thioalkalivibrio sp. K90mix
NC_011901	Thioalkalivibrio sulfidophilus HL-EbGr7
NC_007404	Thiobacillus denitrificans ATCC 25259
NC_018012	Thiocystis violascens DSM 198
NC_019940	Thioflavicoccus mobilis 8321
NC_007520	Thiomicrospira crunogena XCL-2
NC_014145	Thiomonas arsenitoxydans
NC_014153	Thiomonas intermedia K12
NC_017956	Tistrella mobilis KA081020-065
NC_012691	Tolumonas auensis DSM 9187
NC_015577	Treponema azotonutricium ZAS-9
NC_015500	Treponema brennaborense DSM 12168
NC_015732	Treponema caldaria DSM 7334
NC_002967	Treponema denticola ATCC 35405
NC_000919	Treponema pallidum subsp. pallidum str. Nichols
NC_015714	Treponema paraluiscuniculi Cuniculi A
NC_022097	Treponema pedis str. T A4
NC_015578	Treponema primitia ZAS-2
NC_015385	Treponema succinifaciens DSM 2489
NC_008312	Trichodesmium erythraeum IMS101
NC_004572	Tropheryma whipplei str. Twist
NC_014221	Truepera radiovictrix DSM 17093
NC_014158	Tsukamurella paurometabola DSM 20162
NC_018020	Turneriella parva DSM 21527
NC_002162	Ureaplasma parvum serovar 3 str. ATCC 700970
NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699
NC_022247	Variovorax paradoxus B4
NC_014931	Variovorax paradoxus EPS
NC_013520	Veillonella parvula DSM 2008
NC_008786	Verminephrobacter eiseniae EF01-2
NC_015434	Verrucosispora maris AB-18-032
NC_022349	Vibrio alginolyticus NBRC 15630 = ATCC 17749
NC_006841	Vibrio fischeri ES114
NC_011186	Vibrio fischeri MJ11
NC_022543	Vibrio nigripulchritudo
NC_021847	Vibrio parahaemolyticus O1:Kuk str. FDA_R31
NC_014537	Vulcanisaeta distributa DSM 14429
NC_015151	Vulcanisaeta moutnovskia 768-28
NC_014225	Waddlia chondrophila WSU 86-1044
NC_015144	Weeksella virosa DSM 16922
NC_015759	Weissella koreensis KACC 15510
NC_004344	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
NC_010981	Wolbachia endosymbiont of Culex quinquefasciatus Pel
NC_002978	Wolbachia endosymbiont of Drosophila melanogaster
NC_021089	Wolbachia endosymbiont of Drosophila simulans wHa
NC_018267	Wolbachia endosymbiont of Onchocerca ochengi str. Adamawa_Cameroon
NC_006833	Wolbachia endosymbiont strain TRS of Brugia malayi
NC_012416	Wolbachia sp. wRi
NC_005090	Wolinella succinogenes DSM 1740
NC_009720	Xanthobacter autotrophicus Py2
NC_013722	Xanthomonas albilineans GPE PC73
NC_020800	Xanthomonas axonopodis Xac29-1
NC_003919	Xanthomonas axonopodis pv. citri str. 306
NC_016010	Xanthomonas axonopodis pv. citrumelo F1
NC_003902	Xanthomonas campestris pv. campestris str. ATCC 33913
NC_017271	Xanthomonas campestris pv. raphani 756C
NC_007508	Xanthomonas campestris pv. vesicatoria str. 85-10
NC_020815	Xanthomonas citri subsp. citri Aw12879
NC_022541	Xanthomonas fuscans subsp. fuscans str. 4834-R
NC_006834	Xanthomonas oryzae pv. oryzae KACC 10331
NC_007705	Xanthomonas oryzae pv. oryzae MAFF 311018
NC_010717	Xanthomonas oryzae pv. oryzae PXO99A
NC_017267	Xanthomonas oryzae pv. oryzicola BLS256
NC_013892	Xenorhabdus bovienii SS-2004
NC_014228	Xenorhabdus nematophila ATCC 19061
NC_013530	Xylanimonas cellulosilytica DSM 15894
NC_002488	Xylella fastidiosa 9a5c
NC_008800	Yersinia enterocolitica subsp. enterocolitica 8081
NC_015224	Yersinia enterocolitica subsp. palearctica 105.5R(r)
NC_017564	Yersinia enterocolitica subsp. palearctica Y11
NC_010159	Yersinia pestis Angola
NC_008150	Yersinia pestis Antiqua
NC_003143	Yersinia pestis CO92
NC_017154	Yersinia pestis D106004
NC_017160	Yersinia pestis D182038
NC_004088	Yersinia pestis KIM10+
NC_009381	Yersinia pestis Pestoides F
NC_005810	Yersinia pestis biovar Microtus str. 91001
NC_009708	Yersinia pseudotuberculosis IP 31758
NC_006155	Yersinia pseudotuberculosis IP 32953
NC_010634	Yersinia pseudotuberculosis PB1/+
NC_010465	Yersinia pseudotuberculosis YPIII
NC_015844	Zobellia galactanivorans
NC_014041	Zunongwangia profunda SM-A87
NC_017262	Zymomonas mobilis subsp. mobilis ATCC 10988
NC_018145	Zymomonas mobilis subsp. mobilis ATCC 29191
NC_013355	Zymomonas mobilis subsp. mobilis NCIMB 11163
NC_006526	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821
NC_022900	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023
NC_015709	Zymomonas mobilis subsp. pomaceae ATCC 29192
NC_015671	[Cellvibrio] gilvus ATCC 13127
NC_021019	[Eubacterium] cylindroides T2-87
NC_021022	[Ruminococcus] obeum
NC_021015	[Ruminococcus] torques
NC_018643	alpha proteobacterium HIMB5
NC_018644	alpha proteobacterium HIMB59
NC_014366	gamma proteobacterium HdN1
NC_015954	halophilic archaeon DL31
NC_018419	secondary endosymbiont of Ctenarytaina eucalypti Thao2000
NC_018420	secondary endosymbiont of Heteropsylla cubana Thao2000
NC_020505	uncultured Sulfuricurvum sp. RIFRC-1
